Project Name,URL,Language,Forks,Open issues,Size Byte,Stars,Topics,Contributors,Type
shengxinjing/programmer-job-blacklist,https://github.com/shengxinjing/programmer-job-blacklist,Shell,1862,153,329,27692,,17,Other
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,JavaScript,2432,29,4149,27669,"airtable, hiring, hiring-without-whiteboards, interview, jobs, tech, whiteboard",988,Other
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,Python,5072,33,12120,27571,"cheatsheet, python, python-cheatsheet, reference",12,Other
mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,Shell,8708,187,836,27535,"bash, dotfiles, macos",144,Other
cli/cli,https://github.com/cli/cli,Go,3422,370,24557,27492,"cli, git, github-api-v4, golang",301,Web Application
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,C#,7522,2314,311303,27466,"aspnetcore, dotnet, hacktoberfest",1153,Other
caolan/async,https://github.com/caolan/async,JavaScript,2421,13,7620,27464,"async, callbacks, javascript",265,Other
typeorm/typeorm,https://github.com/typeorm/typeorm,TypeScript,4991,1464,25427,27434,"active-record, cockroachdb, data-mapper, database, electron, hacktoberfest, javascript, mariadb, mysql, oracle, orm, postgresql, react-native, sap, sap-hana, sqlite, sqlserver, typeorm, typescript, websql",833,Web Application
aosabook/500lines,https://github.com/aosabook/500lines,JavaScript,5893,57,60237,27383,,74,Other
vuejs/vuex,https://github.com/vuejs/vuex,JavaScript,9378,118,17024,27378,"javascript, state-management, time-travel, vue, vuex",331,Web Application
kenwheeler/slick,https://github.com/kenwheeler/slick,JavaScript,5868,1340,3655,27367,,170,Other
square/leakcanary,https://github.com/square/leakcanary,Kotlin,3871,97,115208,27280,"android, java, kotlin, kotlin-android, leak-canary, leak-trace, leakcanary, memory-leak, outofmemory, outofmemoryerror",142,Mobile App
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,JavaScript,4451,49,8928,27252,"backend, bash, cheatsheet, cheatsheets, database, django, docker, feathersjs, frontend, javascript, kubernetes, language, nodejs, php, programming-language, redis, sailsjs, vim, vuejs, xcode",126,Web Application
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,TypeScript,2124,611,31558,27238,"collaboration, diagrams, drawing, hacktoberfest, productivity, whiteboard",181,Other
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,Java,11803,11,1012,27179,"docker, docker-composer, fastdfs, java, mongodb, mybatis, rabbitmq, scheduler, spring, spring-boot, spring-boot-examples, spring-boot-mail, spring-boot-mongodb, spring-boot-upload-file, spring-cloud, spring-data-jpa, springboot, springboot-shiro, springcloud, thymeleaf",8,Other
vlang/v,https://github.com/vlang/v,V,1706,728,50586,27136,"compiler, language, programming-language, v",540,Other
markedjs/marked,https://github.com/markedjs/marked,JavaScript,3154,49,6558,27099,"commonmark, compiler, gfm, markdown, parser",142,Other
go-gorm/gorm,https://github.com/go-gorm/gorm,Go,3074,53,3931,27076,"go, golang, gorm, orm, web",319,Web Application
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,Shell,3060,99,2581,27061,"diagram-editor, electron-app, graphics, javascript-applications",14,Other
alibaba/p3c,https://github.com/alibaba/p3c,Kotlin,7404,89,25800,26995,,42,Other
mastodon/mastodon,https://github.com/mastodon/mastodon,Ruby,4368,2077,137712,26877,"activity-stream, activitypub, docker, mastodon, microblog, social-network, webfinger",740,Web Application
openai/gym,https://github.com/openai/gym,Python,7664,102,5755,26834,,348,Other
standard/standard,https://github.com/standard/standard,JavaScript,2181,87,3479,26735,"development, ecmascript, es6, eslint, javascript, linter, nodejs, standard, static-code-analysis, style-guide",178,Other
junegunn/vim-plug,https://github.com/junegunn/vim-plug,Vim script,1659,90,8905,26682,vim,60,Other
crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout,Java,7147,40,1186,26618,"algorithm, basic-java, concurrent-programming, java, jvm, netty",28,Other
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,TypeScript,2750,250,125151,26582,"javascript, rxjs",511,Other
symfony/symfony,https://github.com/symfony/symfony,PHP,8591,743,221413,26574,"bundle, framework, hacktoberfest, php, php-framework, symfony, symfony-bundle",3517,"Web Application, Framework"
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,Ruby,12020,504,695862,26558,hacktoberfest,1318,Other
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,TypeScript,1297,17,26738,26531,"custom-hooks, form, form-builder, form-validation, forms, hooks, react, react-hooks, react-native, typescript, validation",203,Web Application
amix/vimrc,https://github.com/amix/vimrc,Vim script,6866,29,21784,26512,,84,Other
laravel/framework,https://github.com/laravel/framework,PHP,8974,14,64402,26434,"framework, laravel, php",3463,"Web Application, Framework"
vim/vim,https://github.com/vim/vim,Vim script,4042,1184,155615,26422,"c, cross-platform, text-editor, vim",105,Other
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,JavaScript,2019,508,15254,26404,"dnd, drag, drag-and-drop, react, reordering, sortable",125,Web Application
apolloconfig/apollo,https://github.com/apolloconfig/apollo,Java,9664,121,49677,26403,"config-management, configuration-management, distributed-configuration, microservices, spring-boot, spring-cloud",131,Other
elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,JavaScript,2877,11,444,26401,"best-practices, guidelines, how-to, javascript, javascript-best-practices, maintainability",77,Other
2dust/v2rayN,https://github.com/2dust/v2rayN,C#,5576,22,12543,26388,"proxy, shadowsocks, socks5, trojan, v2fly, v2ray, vless, vmess, windows, xray, xtls",18,Other
airbnb/lottie-web,https://github.com/airbnb/lottie-web,JavaScript,2631,803,314503,26380,,90,Other
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,Shell,3541,855,5459,25625,"acme, acme-client, acme-protocol, ash, bash, buypass, certbot, letsencrypt, posix, posix-sh, shell, zerossl",422,Other
pyenv/pyenv,https://github.com/pyenv/pyenv,Roff,2361,45,4267,26354,"python, shell",358,Other
jashkenas/underscore,https://github.com/jashkenas/underscore,JavaScript,5615,50,6668,26352,,318,Other
composer/composer,https://github.com/composer/composer,PHP,6272,186,23203,26282,"composer, dependency-manager, hacktoberfest, package-manager, packages, php",1106,Other
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,Python,3239,290,52452,26174,"debugging, hacktoberfest, http, http2, man-in-the-middle, proxy, python, security, ssl, tls, websocket",423,Web Application
Tencent/weui,https://github.com/Tencent/weui,HTML,6515,46,9753,26140,"mobile-web, style, wechat, weui",30,Web Application
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,Go,1019,302,36119,26137,"cli, git, terminal",149,Other
hasura/graphql-engine,https://github.com/hasura/graphql-engine,Haskell,2204,1806,323840,26070,"access-control, api, automatic-api, bigquery, graphql, graphql-api, graphql-server, haskell, hasura, mysql, postgres, rest-api, sql-server",362,Web Application
houshanren/hangzhou_house_knowledge,https://github.com/houshanren/hangzhou_house_knowledge,CSS,5401,105,868034,26040,"hangzhou, knowledge",8,Other
raywenderlich/swift-algorithm-club,https://github.com/raywenderlich/swift-algorithm-club,Swift,4688,50,14104,26031,"algorithms, data-structures, swift",306,Other
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,Shell,1382,22,75938,26024,zsh,250,Other
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,JavaScript,2541,106,11978,26012,"bittorrent, browser, hacktoberfest, javascript, nodejs, p2p, streaming, torrent, webrtc, webtorrent",176,Web Application
postcss/postcss,https://github.com/postcss/postcss,TypeScript,1472,12,10336,25952,"ast, css, framework, parser, postcss",389,"Web Application, Framework"
psf/black,https://github.com/psf/black,Python,1641,319,5838,25946,"autopep8, code, codeformatter, formatter, gofmt, pre-commit-hook, python, yapf",310,Other
IanLunn/Hover,https://github.com/IanLunn/Hover,CSS,5615,37,984,25871,"css, css-effects, sass",21,Web Application
sequelize/sequelize,https://github.com/sequelize/sequelize,JavaScript,3974,841,33943,25788,"db2, javascript, mariadb, microsoft-sql-server, mssql, mysql, nosql, orm, postgresql, sequelize, sql, sqlite, transactions",1163,Other
tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,TypeScript,1405,29,27128,25775,"async, cache, data, fetch, graphql, hooks, query, react, rest, stale, stale-while-revalidate, update",394,Web Application
typicode/husky,https://github.com/typicode/husky,JavaScript,916,14,3198,25773,"commit, git, hooks, pre-commit",90,Other
sentsin/layui,https://github.com/sentsin/layui,JavaScript,6961,747,6509,25757,"css, html, javascript, js, layui, ui",19,Web Application
JakeWharton/butterknife,https://github.com/JakeWharton/butterknife,Java,4725,113,3909,25713,,104,Other
aria2/aria2,https://github.com/aria2/aria2,C++,2915,893,31081,25709,"bittorrent, cpp11, download, ftp, http, metalink, rpc, sftp",60,Other
naptha/tesseract.js,https://github.com/naptha/tesseract.js,JavaScript,1762,124,105045,25688,"deep-learning, javascript, ocr, tesseract, webassembly",59,"AI, Web Application"
lib-pku/libpku,https://github.com/lib-pku/libpku,TeX,7680,13,714371,25649,,15,Other
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,Shell,3541,855,5459,25625,"acme, acme-client, acme-protocol, ash, bash, buypass, certbot, letsencrypt, posix, posix-sh, shell, zerossl",422,Other
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,JavaScript,1806,13,1941,25617,"book, handbook, javascript, js, learning, notes, specification, wtf",77,Other
nvie/gitflow,https://github.com/nvie/gitflow,Shell,2645,310,5251,25616,,48,Other
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,HTML,7491,6,3225465,25579,,88,Other
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,TypeScript,4325,747,117300,25547,"dom, javascript, screenshot",56,Other
spf13/cobra,https://github.com/spf13/cobra,Go,2240,293,1545,25507,"cli, cli-app, cobra, cobra-generator, cobra-library, command, command-cobra, command-line, commandline, go, golang, golang-application, golang-library, posix, posix-compliant-flags, subcommands",234,Other
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,JavaScript,3285,217,99783,25506,"chinese, cookbook, cooking, dishes, recipes",208,Other
VincentGarreau/particles.js,https://github.com/VincentGarreau/particles.js,JavaScript,4538,338,158,25490,,16,Other
request/request,https://github.com/request/request,JavaScript,3133,117,2290,25420,,343,Other
google/googletest,https://github.com/google/googletest,C++,8335,212,10611,25330,,394,Other
rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb,C++,1848,1418,279653,25261,,249,Other
proxyee-down-org/proxyee-down,https://github.com/proxyee-down-org/proxyee-down,Java,4620,212,26860,25258,,13,Other
angular/angular-cli,https://github.com/angular/angular-cli,TypeScript,12143,256,92170,25247,"angular, angular-cli, cli, typescript",585,Web Application
select2/select2,https://github.com/select2/select2,JavaScript,6295,76,12552,25238,"javascript, jquery, select2",544,Other
tabler/tabler,https://github.com/tabler/tabler,HTML,2876,70,77145,25238,"admin-dashboard, adminpanel, boilerplate-template, bootstrap, bootstrap4-theme, bootstrap5, css, dashboard, dashboard-templates, dashboards, html, html5, jekyll, modular, sass, scss, sponsors, themes, ui-kit, uikit",73,Web Application
github/fetch,https://github.com/github/fetch,JavaScript,3115,17,531,25200,"fetch, javascript, polyfill, promise",73,Other
alibaba/druid,https://github.com/alibaba/druid,Java,8026,2299,65274,25198,,212,Other
Modernizr/Modernizr,https://github.com/Modernizr/Modernizr,JavaScript,3041,184,20352,25163,"css3-features, feature-detection, hacktoberfest, javascript, javascript-library, modernizr",314,Web Application
docker/compose,https://github.com/docker/compose,Go,4252,748,21964,25160,"docker, docker-compose, go, golang, orchestration",77,Other
hankcs/HanLP,https://github.com/hankcs/HanLP,Python,6720,5,71470,25136,"dependency-parser, hanlp, named-entity-recognition, natural-language-processing, nlp, pos-tagging, semantic-parsing, text-classification",41,Other
Advanced-Frontend/Daily-Interview-Question,https://github.com/Advanced-Frontend/Daily-Interview-Question,JavaScript,3173,244,199,25085,"css, interview, javascript, react, vue",12,Web Application
danielgindi/Charts,https://github.com/danielgindi/Charts,Swift,5163,821,181668,25057,,161,Other
apache/airflow,https://github.com/apache/airflow,Python,10154,883,152860,25046,"airflow, apache, apache-airflow, hacktoberfest, python, scheduler, workflow",2306,Other
transloadit/uppy,https://github.com/transloadit/uppy,JavaScript,1656,79,355851,25032,"dropbox, encoding, file-uploader, file-uploads, files, instagram, javascript, mit, modular, open-source, pick-files, resumable, transloadit, tus, uploader, uppy, webbrowser",335,Web Application
facebookresearch/Detectron,https://github.com/facebookresearch/Detectron,Python,5441,322,4483,25007,,40,Other
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,Java,2348,1447,271709,24953,"database, db2, dbeaver, erd, gui, java, mysql, nosql, oracle, postgresql, redshift, sql, sqlite, sqlserver",239,Other
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,Java,8810,93,13873,24939,"demo, in-action, java, spring, spring-boot, spring-boot-2, spring-boot-demo, web, xkcoding",12,Web Application
mobxjs/mobx,https://github.com/mobxjs/mobx,TypeScript,1652,20,18498,24925,"javascript, mobx, react, reactive-programming, typescript",299,Web Application
jgm/pandoc,https://github.com/jgm/pandoc,Haskell,2857,813,56969,24894,"commonmark, converter, document, haskell, markdown, markup, pandoc, presentation, publishing",443,Other
donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,Python,4038,67,7768,24879,"algorithm, coding, competitive-programming, data-structure, development, interview, interview-practice, interview-questions, programming, python",45,Other
cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,TypeScript,1527,22,10928,24831,"cheerio, dom, html, htmlparser, htmlparser2, jquery, parser, scraper, selector",140,Web Application
geekcomputers/Python,https://github.com/geekcomputers/Python,Python,10724,227,30186,24808,,658,Other
trailofbits/algo,https://github.com/trailofbits/algo,Jinja,2052,109,3036,24803,"ansible, encryption, ikev2, ipsec, security, ssh-tunnel, strongswan, vpn, vpn-client, vpn-server, wireguard",168,Other
nylas/nylas-mail,https://github.com/nylas/nylas-mail,JavaScript,1461,1015,87026,24647,"babel, electron, email, flux, javascript, linux, macos, nylas-mail, productivity, react, windows",114,Web Application
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,Rust,1689,14,7244,24610,"awesome, rust",690,Other
harness/drone,https://github.com/harness/drone,Go,2408,53,28768,24603,"build-automation, build-pipelines, ci, ci-cd, continuous-delivery, continuous-integration, docker, go, hacktoberfest",313,Other
GitbookIO/gitbook,https://github.com/GitbookIO/gitbook,JavaScript,3648,1012,8666,24504,,95,Other
