Language Name,percent
HTML,0.39738005460928355%
CSS,0.24449121628454615%
Makefile,0.03878089830826796%
TypeScript,0.010541722648405786%
Emacs Lisp,0.009480778398994496%
Vim script,0.006975144107831665%
Dockerfile,0.006839704416417457%
Shell,100.0%
TypeScript,67.15639890507249%
HTML,22.206921023284107%
SCSS,10.288263323307763%
JavaScript,0.34841674833564257%
C++,90.29739263611143%
C,8.501236520669353%
CMake,1.2013708432192218%
HTML,68.43156883021527%
C++,10.48731434408894%
JavaScript,10.226395604571008%
Python,6.360613982781757%
CSS,2.0181440280563177%
Shell,1.9956264615040822%
Makefile,0.2403964003817155%
CMake,0.1262123856877207%
Perl,0.11372796271319006%
C,80.96383037229297%
Perl,9.647693205368101%
M4,5.532417188118281%
Shell,3.3084512048717998%
Makefile,0.3336619652186743%
Python,0.21394606413016504%
JavaScript,97.29487124065169%
CSS,1.670807342855617%
HTML,1.0343214164926906%
C++,61.608642836835436%
PowerShell,34.992633945878886%
C,2.3312915148225684%
Batchfile,1.0674317024631053%
JavaScript,69.92215145081387%
Shell,17.96709129511677%
CSS,9.142781316348195%
HTML,2.9679759377211608%
Java,99.69658648705013%
Batchfile,0.30341351294987334%
JavaScript,91.67040253264041%
HTML,8.08053973577742%
Dockerfile,0.1184407879079704%
TypeScript,0.09851616938139594%
Shell,0.03210077429281441%
Python,99.38081776184238%
Shell,0.6191822381576226%
Rust,94.62308315577829%
Shell,3.1097140113435167%
PowerShell,2.2672028328781924%
Go,98.94985923618222%
Shell,0.6069298102838416%
FLUX,0.35734750994041153%
Makefile,0.0553855898214225%
HCL,0.025286440936988477%
Dockerfile,0.005191412835113391%
C#,90.75934052378916%
CSS,7.255370452667526%
HTML,1.9852890235433074%
HTML,40.13260893499869%
C,15.505429542322224%
C++,9.448009114060484%
Verilog,9.389048760252914%
Java,6.668431775536793%
Assembly,6.286987203986917%
Python,3.0157046310211433%
CSS,1.4719453977351775%
MATLAB,1.4222137485268158%
Makefile,1.4164522220653561%
TeX,1.315123391225679%
JavaScript,0.9553761712354985%
Roff,0.5043314804088309%
PHP,0.49534833705193687%
Stata,0.48569081655197127%
Shell,0.43120554150358836%
Yacc,0.3552904666968377%
Cuda,0.152860040793953%
QMake,0.14127101619399426%
Lex,0.11111096450738436%
Hack,0.09208546586779363%
SystemVerilog,0.06295164026846661%
Batchfile,0.04448323579054374%
Objective-C,0.02618709069155763%
Perl,0.020909356528388566%
C#,0.01965955975780478%
VHDL,0.017130645471286267%
M,0.007172587331473518%
ShaderLab,0.003701744100556083%
Mathematica,0.0012791175159347255%
Shell,54.83870967741935%
PowerShell,45.16129032258064%
Java,34.68174363290906%
C#,16.781989490354526%
JavaScript,13.788446995877852%
C++,12.32511091350899%
HTML,8.308477763035947%
Ruby,5.446661013020402%
Python,5.163692398211815%
Starlark,2.1185453912546315%
TypeScript,0.6780594175210203%
C,0.44791074650332563%
Shell,0.1525285265779985%
Makefile,0.02514592333264567%
Batchfile,0.023968305440805335%
CSS,0.021553648570839145%
Ragel,0.01667031566155629%
Dockerfile,0.009383129716177342%
XSLT,0.005655807030994633%
ASP.NET,0.004456581471414109%
Python,90.95764276027144%
HTML,5.3936713603355795%
CSS,2.515214101967902%
JavaScript,1.133471777425078%
Java,92.65502197394667%
HTML,3.6039243854748952%
CSS,3.5054820900321944%
PLpgSQL,0.14944994289361208%
JavaScript,0.0861216076526256%
Python,76.46932671723768%
Cython,16.218059766595992%
JavaScript,5.111742927699379%
Sass,1.217573918474257%
HTML,0.6395216686121995%
Jinja,0.27973722251544336%
Makefile,0.03373112950913073%
Shell,0.02106055294224914%
Dockerfile,0.009246096413670354%
Python,98.22719400193233%
C,0.6674337430899145%
Shell,0.5963592679522198%
HTML,0.27826236427889584%
Perl,0.10313524381393745%
C++,0.0792345201772806%
PLpgSQL,0.025880379533834492%
TSQL,0.022500479221579987%
Java,100.0%
Dart,99.11077090296132%
JavaScript,0.22280955007137337%
Ruby,0.21236221318795462%
Shell,0.1712760517906635%
Objective-C,0.10678383756802069%
Dockerfile,0.10166062428865189%
Swift,0.040483430423247736%
Kotlin,0.033853389708770436%
C++,78.15917901453247%
Python,10.60762579023337%
Assembly,6.487894768179488%
Shell,2.258827905516867%
CMake,0.811117494075376%
JavaScript,0.7652911973334321%
HTML,0.3166232351421032%
C,0.272072912277605%
Dockerfile,0.06809615266950514%
Jinja,0.06664111800884197%
Clojure,0.05555261321108071%
ANTLR,0.04326373797767664%
SCSS,0.03843042320697783%
CSS,0.015214861068794185%
Perl,0.009252800175739536%
Java,0.007531163904508184%
C#,0.005641077859435243%
Go,0.003993718653834826%
Cap'n Proto,0.003989739525318883%
G-code,0.0018874332927289797%
PHP,0.0017335736567791822%
Go,96.33340876676858%
Shell,2.8253330035313375%
Makefile,0.5710135622299527%
Dockerfile,0.19025014077984137%
JavaScript,0.07999452669027908%
JavaScript,87.2903472200121%
HTML,12.42123102383756%
CSS,0.2884217561503453%
Vim script,99.10699206215166%
Erlang,0.8930079378483365%
Ruby,67.24918153874307%
JavaScript,18.606738692055224%
Vue,6.24120911367598%
PLpgSQL,3.354860623199548%
Haml,2.1063762244668482%
SCSS,1.1768792624519353%
Go,0.9812784260435123%
HTML,0.13296329854415834%
Shell,0.12890174648068642%
Makefile,0.008269394476315792%
CSS,0.006706747562570044%
Dockerfile,0.005253153454719745%
Python,98.06232917423542%
Roff,1.8085638142559062%
Makefile,0.08671909095023538%
Shell,0.019244441898021006%
HTML,0.016837319523806002%
Batchfile,0.006306159136615353%
Shell,64.76603803361478%
Python,26.112207054367552%
HTML,9.121754912017675%
Java,55.645725717103076%
Kotlin,44.35427428289692%
Go,99.9212861942946%
Shell,0.07871380570541224%
Python,99.98724041595936%
CSS,0.008270385795540569%
Makefile,0.0035092703995966185%
TypeScript,97.79593536835385%
JavaScript,1.9346759492164467%
CSS,0.12766210653294602%
HTML,0.09845128554659398%
Shell,0.043275290350151194%
C,51.411821401668455%
Assembly,41.172782609916204%
Makefile,7.0120852847738515%
C++,0.4033107036414933%
Jupyter Notebook,55.05363762583819%
Python,40.04488546463107%
C++,3.2996767356975534%
Shell,0.5252128892659763%
JavaScript,0.476183735545649%
Starlark,0.1811596618057475%
MATLAB,0.08815295615040669%
R,0.07916893414862172%
NASL,0.05397376242698073%
HTML,0.051845788973627877%
ImageJ Macro,0.04287195678885817%
Julia,0.039601025526960654%
Java,0.015193866321166203%
CSS,0.01122493259372358%
C,0.007947208120482562%
Perl,0.007294210680088173%
CMake,0.005444758891819018%
Smarty,0.004535317723207326%
Dockerfile,0.0042780248435720855%
Makefile,0.003441610696903069%
Rust,0.002028622737454091%
Cuda,0.0012151356790694036%
Roff,0.0010257749128692098%
JavaScript,93.31208794159905%
TypeScript,6.687912058400956%
TypeScript,97.67914150743265%
Makefile,0.8526975355592464%
JavaScript,0.5306075987354413%
Shell,0.41134377473883554%
CSS,0.39012981906048044%
HTML,0.1360797644733506%
TypeScript,82.79166141721555%
HTML,6.276072805383724%
SCSS,5.979904259196694%
Starlark,3.556992353074178%
JavaScript,0.8427493050441114%
CSS,0.42135169015996954%
Shell,0.13126816992576573%
Shell,61.19383852467365%
Go,31.266660110909367%
Makefile,3.002419776846704%
Python,1.6102578871028352%
Procfile,0.7526243515946295%
Dockerfile,0.73093767230813%
JavaScript,0.6171484562947562%
HTML,0.4410210123728212%
Scala,0.19623371743047094%
Java,0.07489367381127146%
Clojure,0.05847501378465039%
Ruby,0.019403870940552157%
SCSS,0.01729666323660079%
Handlebars,0.01501385489065348%
PHP,0.003775413802912863%
Swift,98.8712666727433%
Ruby,1.115736098873461%
JavaScript,0.012997228383246066%
JavaScript,48.72676791745229%
TypeScript,37.358846321198435%
HTML,13.602898010207959%
CSS,0.311487751141316%
Java,94.63931095289885%
Vue,2.0858469920674754%
JavaScript,1.3760519495238157%
Shell,1.0608212605244045%
PLpgSQL,0.2187005830238862%
SCSS,0.198362214284492%
HTML,0.15255179200665642%
Batchfile,0.10965887365833392%
Dockerfile,0.09880239268985726%
Python,0.0506916307752902%
CSS,0.009201358546925947%
Java,100.0%
C,90.42495354131526%
Cuda,7.7905825860088855%
Python,0.9131959821950374%
C++,0.3364970634250854%
Makefile,0.32598823225374757%
Shell,0.20878259480198896%
Java,98.5253589396666%
Clojure,1.3631023012714134%
CSS,0.0633736314900685%
Groovy,0.04816512757190834%
JavaScript,95.5426555924126%
TypeScript,4.4573444075874065%
Go,96.88092851913352%
HTML,2.3928230078973076%
Makefile,0.3680065153314949%
Shell,0.27013307058205455%
CSS,0.03840838553545771%
Rich Text Format,0.02251671558088358%
JavaScript,0.015022396452013781%
Dockerfile,0.012161389487276325%
TypeScript,61.1654870574207%
JavaScript,37.658818162519594%
AppleScript,0.9227600598009946%
HTML,0.17795764246773954%
CSS,0.07497707779097655%
C++,42.09934329998159%
Python,18.324108542220234%
Cuda,16.209409327570228%
Scala,9.62444853411764%
R,6.910161600786041%
Java,4.085551014835382%
CMake,0.9856595505540361%
Shell,0.7575354305527845%
C,0.4848958183068997%
Makefile,0.2770078600015197%
Groovy,0.12718712069895213%
Dockerfile,0.04803040788056276%
M4,0.0385624848381168%
Batchfile,0.028099007656014505%
Python,99.75854629926023%
Shell,0.09805767391093552%
Makefile,0.08221687968193159%
ActionScript,0.05657426510358551%
Batchfile,0.004604882043315099%
Ruby,97.23341683912427%
HTML,2.766583160875722%
Java,99.93200635153885%
Shell,0.05956844754667257%
HTML,0.006876785611274892%
JavaScript,0.0013510682547537866%
JavaScript,49.87871421417244%
HTML,32.726034972039066%
CSS,17.3952508137885%
Go,98.06577331329807%
Dockerfile,0.8422359907508422%
Shell,0.7441180708507441%
Ruby,0.34787262510034783%
TypeScript,93.95694877374581%
CSS,3.441157442804211%
JavaScript,2.1466799976474737%
HTML,0.28715520790448745%
Handlebars,0.1593836381814974%
Shell,0.008674939716520613%
C++,82.0087107899407%
Java,10.244075965261294%
C,2.5388361605980334%
Python,1.6798415363393024%
Perl,1.1231479002688418%
Shell,1.076093272525868%
Makefile,0.7546910364015732%
CMake,0.38999142087353694%
PowerShell,0.084061012965109%
Assembly,0.0635582155270867%
PHP,0.0366228993649109%
Java,80.82645178510874%
Kotlin,19.033876846684368%
Handlebars,0.05722001723026815%
Python,0.05163757652487614%
Dockerfile,0.00928892168536741%
CSS,0.007997170870980189%
C++,0.0066210343249998305%
Makefile,0.002895079714656789%
JavaScript,0.002856132453921496%
Shell,0.001155435401813696%
JavaScript,99.9872873307164%
EJS,0.01271266928360413%
TypeScript,46.88471869827433%
Vue,36.712982319486365%
JavaScript,14.218580862433347%
HTML,1.3095722197721638%
Stylus,0.7521520741814101%
CSS,0.12199382585238175%
JavaScript,71.55528450622978%
TypeScript,28.24294880816484%
HTML,0.1735975369261269%
Handlebars,0.02816914867924266%
Emacs Lisp,98.77213376815394%
Python,0.6287263649959326%
Shell,0.3804547450076768%
Makefile,0.19464941194843027%
YASnippet,0.02403570989402775%
SCSS,58.198232666408444%
JavaScript,41.63556486584004%
HTML,0.16620246775151262%
JavaScript,82.09076102117398%
TypeScript,16.404654134458774%
SCSS,1.085844724204439%
CSS,0.41874012016281675%
Python,99.61686230110645%
Shell,0.38313769889354077%
Jupyter Notebook,98.89499479489443%
Python,0.988921270957006%
CSS,0.05955519934784485%
HTML,0.045547464531365274%
JavaScript,0.009324156894369755%
Makefile,0.0015181936908533942%
HTML,61.37821787428087%
CoffeeScript,31.853310002916302%
CSS,6.07485617328137%
Shell,0.36984013361966117%
JavaScript,0.32377581590180016%
Python,100.0%
JavaScript,100.0%
Shell,51.079624458464046%
Dockerfile,27.492214522931246%
Python,20.21695912480895%
Mustache,1.2112018937957503%
C,44.157255218684874%
C++,38.807101876981534%
JavaScript,11.155986369257587%
Python,3.8463768271751033%
HTML,0.9910525389380851%
CMake,0.41676027036222657%
Assembly,0.22999902629308117%
Batchfile,0.19729921335376088%
Shell,0.07809136704374751%
Makefile,0.06519398936743792%
Pawn,0.0548833025425728%
Go,93.31646889241338%
JavaScript,3.8481090608858675%
HTML,2.0799607382061254%
CSS,0.5986173190305994%
Dockerfile,0.0940907639833997%
Pug,0.04829575759280815%
Shell,0.014457467887814737%
Python,100.0%
Go,99.83944020976733%
Makefile,0.12924357215372156%
HTML,0.03131621807895537%
Swift,93.89445827815193%
Objective-C,5.216479568874041%
Shell,0.6359718959647748%
Ruby,0.25309025700926346%
TypeScript,49.46593394867417%
Stylus,17.249106333030998%
JavaScript,12.61484287467321%
CSS,12.538014191964999%
Handlebars,8.132102651656618%
JavaScript,67.16531740784218%
C++,31.656079462247632%
Python,0.7786855915393515%
Shell,0.18297509167447312%
C,0.128178698195778%
HTML,0.08876374850057626%
TypeScript,90.92304891370311%
JavaScript,6.679815511591213%
CSS,2.397135574705668%
Python,84.88834668222563%
HTML,10.502307325094149%
Groovy,3.06052087200976%
Shell,1.5488251206704504%
Java,98.87440561093057%
SCSS,0.8898212416234526%
Shell,0.07168739750321088%
JavaScript,0.05979251554031678%
TypeScript,0.05413477798776543%
Batchfile,0.05015845641468717%
Kotlin,96.89433563283534%
HTML,2.3836002422029234%
Shell,0.722064124961738%
JavaScript,72.22622951984678%
CSS,19.49358812639688%
Less,6.819788864766142%
HTML,1.4603934889901966%
Java,96.90687316836564%
ANTLR,1.3923275775188122%
TypeScript,0.7537484119422933%
Shell,0.3745408347412167%
SCSS,0.3390040873713481%
Kotlin,0.07596860970295191%
Python,0.047700065483333026%
Batchfile,0.04203046985656718%
Less,0.024703947319428095%
Mustache,0.017544965801217623%
Lua,0.016661263505627147%
Dockerfile,0.00889659839156253%
Java,99.77648484848484%
Shell,0.12635151515151516%
JavaScript,0.0833939393939394%
HTML,0.01376969696969697%
JavaScript,99.83307481888143%
Shell,0.10037242379709287%
Makefile,0.06179898894137653%
TypeScript,0.004753768380105887%
Java,86.54122540222133%
Less,11.637449258140006%
FreeMarker,1.2749813104366905%
Shell,0.4444585140396974%
Vue,0.05693315832921392%
Dockerfile,0.0449523568330748%
JavaScript,94.44740606620749%
SCSS,4.149757821704412%
HTML,0.973287047916762%
Shell,0.3380717529103191%
Dockerfile,0.06576903240662611%
CSS,0.025708278854388623%
Swift,85.34719165792058%
Ruby,12.868605477875208%
Shell,1.4727291194095542%
JavaScript,0.31147374479466433%
JavaScript,83.29772655398995%
SCSS,16.70227344601005%
HTML,63.27285100890351%
JavaScript,36.60588095667809%
Shell,0.0921016500209698%
CSS,0.029166384397432327%
TypeScript,90.7773251403429%
Vue,5.719981793354574%
SCSS,2.1483689880139583%
JavaScript,0.9683735396753148%
HTML,0.33897739341526323%
Dockerfile,0.027628584433318164%
Shell,0.018805947504172357%
TypeScript,99.81004964036066%
JavaScript,0.1899503596393476%
JavaScript,97.42955334695239%
Shell,1.5222587660178646%
TypeScript,0.6322276338990632%
HTML,0.415960253130685%
TypeScript,97.86626192053156%
JavaScript,1.7513229404218658%
Shell,0.2542463745082935%
Dockerfile,0.07315238889695778%
TSQL,0.036538173456328704%
PowerShell,0.01026566788055021%
Batchfile,0.008212534304440168%
JavaScript,91.83038295157786%
CSS,8.02782927655842%
TypeScript,0.14178777186372424%
OCaml,68.53924602267712%
JavaScript,26.921211401195404%
Shell,1.9305145942991604%
C,0.9509964316850886%
Standard ML,0.4293979088296145%
SCSS,0.3618496229146035%
HTML,0.2661045754479136%
Makefile,0.21552271399913667%
CSS,0.16371654931493432%
Ruby,0.09884359269214911%
C++,0.04388598079083339%
Dockerfile,0.03484729764534747%
Python,0.02897517657173329%
PowerShell,0.014888131936962591%
Go,49.518221456639935%
Gherkin,39.887067410348884%
Shell,5.413366128228592%
Ruby,3.9686516135889014%
Makefile,0.3308474913147358%
Batchfile,0.29151018008207%
Vim script,0.28433284610277665%
HTML,0.22995073864428445%
Dockerfile,0.07605213504982036%
Kotlin,67.91134138419515%
Java,31.355576252305557%
Shell,0.38845538763360493%
RenderScript,0.3446269758656763%
C++,94.932290858745%
Python,2.838957270329284%
CMake,1.2129776656281808%
C,0.4547371540531474%
Cython,0.2499847986333758%
Shell,0.1339060663993257%
Assembly,0.12868459497771217%
Ruby,0.01755925395226393%
GDB,0.015189181159956273%
Batchfile,0.006025712060648517%
Makefile,0.004898556619576752%
CSS,0.004788887441526527%
C,93.55504767481897%
M4,2.333287244512041%
Yacc,1.2828958961971302%
Shell,0.9937292091971599%
jq,0.9022564544683112%
Makefile,0.4631655429127593%
Lex,0.23104055002941554%
HTML,0.10963717253214696%
Dockerfile,0.07471811263565703%
Python,0.054222142696412935%
PHP,97.54484738091296%
JavaScript,1.7744659711872828%
Makefile,0.603631947894243%
Dockerfile,0.07705470000551967%
C#,97.25886349301935%
C++,2.6677396400484787%
C,0.07328855871731303%
Python,83.81025132217061%
Jupyter Notebook,12.044557222841723%
Roff,2.3405419801974405%
Makefile,1.527776558288188%
Shell,0.27687291650203555%
JavaScript,98.46630497259257%
HTML,0.7808666638628367%
Perl,0.6154406919852519%
CSS,0.13738767155935006%
Java,74.13886297728727%
Scala,22.73535178318037%
Python,2.666824791355064%
Shell,0.24435220504287952%
Roff,0.09297731677744245%
Batchfile,0.07563080245329273%
Dockerfile,0.02038156431338189%
XSLT,0.01679425794974821%
HTML,0.008824301640543642%
JavaScript,98.76819249086769%
CSS,1.2318075091323086%
Go,72.4149855907781%
JavaScript,22.02113352545629%
HTML,4.646173551072687%
Makefile,0.9177073326929235%
Swift,93.53771418339781%
C,6.397573431527485%
Shell,0.05819249063859933%
HTML,0.00651989443609725%
C#,98.02372513896043%
Python,1.2027092478838806%
PowerShell,0.7735656131556895%
Python,100.0%
JavaScript,81.80536187301982%
TypeScript,17.997049274470392%
HTML,0.19526139547463955%
Shell,0.0014209737688242274%
Go,97.58894470920589%
Shell,1.9459567979426682%
Makefile,0.465098492851441%
JavaScript,99.92730984298063%
HTML,0.05306165764618487%
Mustache,0.019628499373182205%
JavaScript,96.98805916948851%
Shell,3.0119408305114956%
Rust,96.4601283733045%
JavaScript,1.8710883239432885%
TypeScript,1.3943958127455647%
Shell,0.2423009047608134%
Python,0.032086585245833125%
C++,72.9311124631637%
JavaScript,21.8709465601945%
Python,4.609165564040528%
Shell,0.15090325872345972%
TLA,0.13222670596815944%
C,0.10185546016905735%
Yacc,0.09369383158364454%
Java,0.05653007169478335%
Rich Text Format,0.03284938465065764%
Ruby,0.012520739327653673%
Dockerfile,0.002395950367393968%
HTML,0.002220129432921723%
Smarty,0.0016302449959645455%
PowerShell,0.0016208817509334793%
Shell,69.2407112001211%
Python,24.959926101013394%
Ruby,2.6481763950180284%
Swift,2.1420614867513557%
PowerShell,1.009124817096127%
Go,72.61376740885301%
HTML,12.97480706111949%
Dockerfile,6.299121795440434%
JavaScript,4.871374079659363%
Shell,1.5182293976758627%
COBOL,0.48877849729442024%
Python,0.426683225405837%
Java,0.3180164996008161%
C#,0.22842189301871726%
Makefile,0.1077796504923268%
CoffeeScript,0.06298234720127739%
R,0.056329282356072034%
C,0.03370886188237381%
JavaScript,31.920743598630764%
Go,30.83270637561703%
HTML,26.746201572040928%
TypeScript,8.585115491173182%
CSS,1.609631906812513%
Shell,0.2001732822256119%
EJS,0.04705493491499124%
Dockerfile,0.04412393334054901%
Handlebars,0.007256877392143115%
PowerShell,0.006992027852283877%
JavaScript,99.4165143628267%
CSS,0.5011027663630738%
HTML,0.041370528602526824%
CoffeeScript,0.02937128437581991%
TypeScript,0.011641057831879843%
Kotlin,96.89433563283534%
HTML,2.3836002422029234%
Shell,0.722064124961738%
Swift,98.72636522337783%
Objective-C,0.8538024636719038%
Ruby,0.4198323129502594%
Shell,62.917155347051924%
Ruby,35.607918399260754%
Makefile,0.8079515702929714%
Dockerfile,0.6669746833943444%
Rust,94.9238213120288%
Shell,5.076178687971193%
TypeScript,80.22383498005046%
JavaScript,18.36469319937317%
HTML,1.4114718205763694%
JavaScript,76.81995775406237%
HTML,16.191514917233857%
CSS,6.695843054961137%
Stylus,0.2926842737426311%
JavaScript,46.91268145033861%
HTML,32.05511455277949%
CSS,10.862323641156133%
SCSS,5.485471097866722%
Less,4.110416378928937%
PHP,0.29074190686427126%
Shell,0.28325097206583594%
Java,99.93129566980204%
Dockerfile,0.06870433019796494%
Go,82.09506827603023%
JavaScript,7.003931967812728%
Handlebars,6.3554620824189225%
Python,1.8253169958546696%
Shell,1.0471531333821018%
SCSS,0.4895147524993904%
CSS,0.44516581321628873%
HTML,0.39959765910753475%
Makefile,0.2037612777371373%
Dockerfile,0.13502804194099%
TypeScript,82.60601447070394%
Java,10.142765011511967%
JavaScript,5.3144683153479395%
Objective-C,0.9105722128005599%
CSS,0.723265182348109%
Shell,0.2669405583693612%
HTML,0.027146849501148082%
Batchfile,0.004112529610732456%
Makefile,0.003364796954235646%
SCSS,0.0013500728520081295%
Ruby,100.0%
Standard ML,63.43988376316745%
Ruby,21.476571013439884%
Python,6.738103886669087%
Shell,6.1205957137668%
Batchfile,1.698147475481293%
AutoHotkey,0.5266981474754813%
TypeScript,97.70339696304899%
JavaScript,1.0114428590511515%
Java,0.6700337721278735%
Objective-C,0.30780905676520215%
Starlark,0.15914941113898365%
Ruby,0.13046645856501649%
Swift,0.009260496116737977%
C,0.008440983186053201%
Python,100.0%
JavaScript,99.93595115718095%
TypeScript,0.0640488428190413%
JavaScript,85.72948984838202%
CSS,6.79844546336182%
Vue,6.276723061521785%
Sass,0.9195079454245971%
TypeScript,0.11233292029548302%
HTML,0.1109344970028686%
Shell,0.02615349094059736%
SCSS,0.019968974555326896%
Stylus,0.0064437985155120425%
TypeScript,73.21385149749032%
JavaScript,24.833178477911986%
CSS,1.614847691374425%
HTML,0.3381223332232708%
JavaScript,91.49743658033158%
TypeScript,8.50256341966842%
Go,96.52019266637436%
Shell,3.2093610727538073%
Makefile,0.2704462608718415%
JavaScript,63.74529948950202%
TypeScript,34.293719244330305%
CSS,0.9237738260812284%
HTML,0.6987286371754844%
Shell,0.29605799503751296%
Dockerfile,0.04242080787345144%
Python,40.53146230817651%
JavaScript,33.593461722124545%
TypeScript,17.688866097979204%
Less,6.667629853921121%
HTML,1.1161441036660806%
Shell,0.1564500987606086%
Dockerfile,0.1130388422217881%
CSS,0.0724086193049858%
Makefile,0.043784322024701006%
Mako,0.016754031820451043%
JavaScript,99.53607008853483%
HTML,0.46392991146516827%
Java,100.0%
Swift,89.15920492792277%
Ruby,5.628056137677017%
Makefile,4.6183400012700835%
Awk,0.4245253064075697%
Objective-C,0.1457420461040198%
HCL,0.024131580618530515%
JavaScript,78.43232455617778%
Pug,15.010723221732396%
HTML,5.990408673894913%
TypeScript,0.48850232336470867%
CoffeeScript,0.03753127606338615%
Stylus,0.02621231979030144%
CSS,0.01429762897652806%
Python,14.076146126297665%
C,13.7206735090795%
C++,12.523931517654507%
Java,9.622724429464077%
Scala,9.249122234171502%
Rust,7.348174275552501%
Go,6.957961210296461%
PHP,6.6053361707863205%
JavaScript,5.918785185382055%
C#,3.9158939448158425%
TypeScript,3.6737549203769815%
Objective-C,2.6255615660538365%
Swift,2.22405310922264%
Kotlin,1.3843973623836885%
HTML,0.15016226446972883%
Shell,0.0033221739926931155%
JavaScript,91.68080073623925%
CSS,6.718943709641843%
HTML,1.6002555541189087%
TypeScript,70.1460454450411%
JavaScript,27.415804433292664%
SCSS,2.4313717380464928%
Shell,0.006778383619748763%
JavaScript,59.62047310604562%
HTML,40.379327520717375%
C,92.05003781037784%
Makefile,3.8483656240551216%
Shell,1.4492247307841832%
Roff,1.018864091285047%
Perl,0.5253089149133292%
M4,0.3290538621059148%
Assembly,0.28909167414538384%
HTML,0.18241229490577093%
Lua,0.11728472912144611%
Python,0.07543243767629541%
C++,0.07316292880355425%
Yacc,0.021260548646777296%
Lex,0.014352324262332074%
Awk,0.0038466721467205495%
CMake,0.0023013567702842167%
JavaScript,100.0%
Python,100.0%
Python,99.58982267955594%
Shell,0.26088790345480967%
C,0.09768873829610071%
Cython,0.0499981731436736%
HTML,0.0016025055494767178%
HTML,63.61045922609201%
JavaScript,18.916141396860553%
CSS,17.47339937704744%
Java,52.878396657214125%
C++,39.19525211960509%
C,6.168408381401627%
SWIG,0.5905288511098173%
GLSL,0.4509824420049309%
CSS,0.21402365046086802%
Assembly,0.1950325371354636%
CMake,0.11557240673613696%
Ragel,0.11064054947524019%
OpenEdge ABL,0.06461717196150571%
Lua,0.006131104148431918%
Shell,0.00606549185671267%
HTML,0.004348636890059023%
C++,83.55758107676493%
Python,5.02006243312114%
Starlark,4.363655356867534%
Shell,3.33600497297324%
JavaScript,1.9654764173376331%
Cuda,0.9415410227050175%
C,0.2843628305610865%
SCSS,0.22217084289825909%
Smarty,0.14136982645674762%
HTML,0.041614696224859436%
Dockerfile,0.03630635147709379%
GLSL,0.029822161504301403%
Makefile,0.02822880601821444%
CMake,0.015337111630783579%
Assembly,0.008188313487323899%
Handlebars,0.004221966007251813%
Batchfile,0.0033699042499860583%
Python,49.56632417212034%
JavaScript,48.91251174735051%
HTML,1.5211640805291538%
C#,99.76660392508838%
Visual Basic .NET,0.21507689213591286%
PowerShell,0.01495891839630409%
Batchfile,0.003360264379410097%
JavaScript,59.35687776497435%
TypeScript,39.22707962718261%
Less,1.1835045027529698%
CSS,0.13912240410831328%
Shell,0.08443009439089266%
HTML,0.008985606590862096%
PHP,85.28428933946384%
Python,7.94117400735325%
Makefile,6.24188671976416%
Dockerfile,0.5326499334187583%
Python,96.37002341920375%
Batchfile,2.139254188434516%
Nix,1.2782982045277127%
Dockerfile,0.2124241878340239%
Python,93.51287860385462%
Cuda,3.446999427509103%
C++,2.420971232637596%
Shell,0.4421546164860289%
Dockerfile,0.09777509774458117%
JavaScript,0.06042281321294342%
CMake,0.018798208555137953%
JavaScript,98.43061586598327%
HTML,0.6320101686026756%
CSS,0.44293624281419136%
TypeScript,0.3742284086709052%
Shell,0.12020931392895538%
Go,56.810779500716926%
Inno Setup,39.039606498846275%
Batchfile,3.831508579350685%
VBScript,0.31810542108611634%
JavaScript,99.95648190703776%
EJS,0.03565822822368895%
HTML,0.007859864738554904%
C,49.180093364687494%
Python,11.035943311306339%
Java,9.037464499787173%
C++,6.9057072479746555%
JavaScript,4.788603646665597%
Ruby,4.351785303086338%
Go,3.095409220635131%
PHP,3.0727309519988277%
Rebol,2.811407518020501%
Erlang,1.8990433259599884%
TeX,1.2696341471924304%
Scheme,1.1513582538430944%
Makefile,0.7926927129489425%
HTML,0.4490297189988068%
CSS,0.1590967768946821%
Python,45.18883974140864%
Shell,31.507315413405923%
HTML,14.770330044232733%
Java,6.764205512078939%
Makefile,1.7693092888737667%
HTML,90.08119859835641%
JavaScript,9.918801401643593%
JavaScript,90.05971496214342%
Stylus,8.174913855746466%
HTML,1.3970605471039124%
Shell,0.3132251939710743%
Dockerfile,0.055085441035137475%
Go,100.0%
JavaScript,91.97691615767894%
HTML,4.872132627656814%
TypeScript,3.1509512146642367%
Go,99.72542296474896%
Shell,0.2745770352510467%
C#,57.00141220395707%
JavaScript,17.145522297829945%
HTML,6.136739549932534%
Dockerfile,3.9952797566366334%
TypeScript,3.886462670903278%
CSS,3.458751070034676%
SCSS,2.508475641899898%
PowerShell,1.7275921438900417%
Mustache,1.4704210979402135%
Shell,1.37883338411464%
Smarty,1.2182072747849049%
Batchfile,0.07230290807616228%
JavaScript,63.300403215782595%
CSS,36.699596784217405%
JavaScript,100.0%
Python,87.33215802950963%
JavaScript,6.515608020820466%
HTML,4.210784180298865%
SCSS,0.4441936571281409%
Dockerfile,0.392372808606239%
Batchfile,0.3523817699489329%
PowerShell,0.291662391882866%
Makefile,0.28161228792710324%
Shell,0.12457941361830963%
Smarty,0.04805205953849085%
Less,0.006595380720969333%
JavaScript,55.35223631872873%
TypeScript,21.978316288573893%
Vue,19.69736045946455%
