Project Name,URL,Language,Forks,Open issues,Size Byte,Stars,Topics,Contributors,Type
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,Ruby,1873,120,29879,27873,"api-documentation, app, devdocs, developer-tools, docs, documentation, documentation-tool, hacktoberfest, offline, pwa",179,Web Application
jashkenas/backbone,https://github.com/jashkenas/backbone,JavaScript,5606,71,27321,27853,,343,Other
beego/beego,https://github.com/beego/beego,Go,5422,24,10667,27836,"beego, go",468,Other
metabase/metabase,https://github.com/metabase/metabase,Clojure,3797,2214,244039,27708,"analytics, bi, business-intelligence, businessintelligence, clojure, dashboard, data, data-analysis, data-visualization, database, metabase, mysql, postgres, postgresql, reporting, slack, sql-editor, visualization",314,Other
tastejs/todomvc,https://github.com/tastejs/todomvc,JavaScript,13921,187,73004,27699,,355,Other
shengxinjing/programmer-job-blacklist,https://github.com/shengxinjing/programmer-job-blacklist,Shell,1862,153,329,27692,,17,Other
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,JavaScript,2432,29,4149,27669,"airtable, hiring, hiring-without-whiteboards, interview, jobs, tech, whiteboard",988,Other
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,Python,5072,33,12120,27571,"cheatsheet, python, python-cheatsheet, reference",12,Other
mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,Shell,8708,187,836,27535,"bash, dotfiles, macos",144,Other
cli/cli,https://github.com/cli/cli,Go,3422,370,24557,27492,"cli, git, github-api-v4, golang",301,Web Application
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,C#,7522,2314,311303,27466,"aspnetcore, dotnet, hacktoberfest",1153,Other
caolan/async,https://github.com/caolan/async,JavaScript,2421,13,7620,27464,"async, callbacks, javascript",265,Other
typeorm/typeorm,https://github.com/typeorm/typeorm,TypeScript,4991,1464,25427,27434,"active-record, cockroachdb, data-mapper, database, electron, hacktoberfest, javascript, mariadb, mysql, oracle, orm, postgresql, react-native, sap, sap-hana, sqlite, sqlserver, typeorm, typescript, websql",833,Web Application
aosabook/500lines,https://github.com/aosabook/500lines,JavaScript,5893,57,60237,27382,,74,Other
vuejs/vuex,https://github.com/vuejs/vuex,JavaScript,9378,118,17024,27378,"javascript, state-management, time-travel, vue, vuex",331,Web Application
kenwheeler/slick,https://github.com/kenwheeler/slick,JavaScript,5868,1340,3655,27367,,170,Other
square/leakcanary,https://github.com/square/leakcanary,Kotlin,3871,97,115208,27280,"android, java, kotlin, kotlin-android, leak-canary, leak-trace, leakcanary, memory-leak, outofmemory, outofmemoryerror",142,Mobile App
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,JavaScript,4451,49,8928,27252,"backend, bash, cheatsheet, cheatsheets, database, django, docker, feathersjs, frontend, javascript, kubernetes, language, nodejs, php, programming-language, redis, sailsjs, vim, vuejs, xcode",126,Web Application
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,TypeScript,2123,611,31558,27237,"collaboration, diagrams, drawing, hacktoberfest, productivity, whiteboard",181,Other
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,Java,11803,11,1012,27179,"docker, docker-composer, fastdfs, java, mongodb, mybatis, rabbitmq, scheduler, spring, spring-boot, spring-boot-examples, spring-boot-mail, spring-boot-mongodb, spring-boot-upload-file, spring-cloud, spring-data-jpa, springboot, springboot-shiro, springcloud, thymeleaf",8,Other
vlang/v,https://github.com/vlang/v,V,1706,728,50586,27136,"compiler, language, programming-language, v",540,Other
markedjs/marked,https://github.com/markedjs/marked,JavaScript,3154,49,6558,27099,"commonmark, compiler, gfm, markdown, parser",142,Other
go-gorm/gorm,https://github.com/go-gorm/gorm,Go,3074,53,3931,27076,"go, golang, gorm, orm, web",319,Web Application
jgraph/drawio-desktop,https://github.com/jgraph/drawio-desktop,Shell,3059,99,2581,27061,"diagram-editor, electron-app, graphics, javascript-applications",14,Other
alibaba/p3c,https://github.com/alibaba/p3c,Kotlin,7404,89,25800,26995,,42,Other
mastodon/mastodon,https://github.com/mastodon/mastodon,Ruby,4368,2077,137712,26877,"activity-stream, activitypub, docker, mastodon, microblog, social-network, webfinger",740,Web Application
openai/gym,https://github.com/openai/gym,Python,7665,102,5755,26832,,348,Other
standard/standard,https://github.com/standard/standard,JavaScript,2181,87,3479,26735,"development, ecmascript, es6, eslint, javascript, linter, nodejs, standard, static-code-analysis, style-guide",178,Other
junegunn/vim-plug,https://github.com/junegunn/vim-plug,Vim script,1659,90,8905,26682,vim,60,Other
crossoverJie/JCSprout,https://github.com/crossoverJie/JCSprout,Java,7147,40,1186,26618,"algorithm, basic-java, concurrent-programming, java, jvm, netty",28,Other
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,TypeScript,2750,250,125151,26582,"javascript, rxjs",511,Other
symfony/symfony,https://github.com/symfony/symfony,PHP,8591,743,221413,26573,"bundle, framework, hacktoberfest, php, php-framework, symfony, symfony-bundle",3517,"Framework, Web Application"
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,Ruby,12020,504,695862,26558,hacktoberfest,1318,Other
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,TypeScript,1297,17,26738,26531,"custom-hooks, form, form-builder, form-validation, forms, hooks, react, react-hooks, react-native, typescript, validation",203,Web Application
amix/vimrc,https://github.com/amix/vimrc,Vim script,6866,29,21784,26512,,84,Other
laravel/framework,https://github.com/laravel/framework,PHP,8974,14,64402,26434,"framework, laravel, php",3463,"Framework, Web Application"
vim/vim,https://github.com/vim/vim,Vim script,4042,1184,155615,26422,"c, cross-platform, text-editor, vim",105,Other
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,JavaScript,2019,508,15254,26404,"dnd, drag, drag-and-drop, react, reordering, sortable",125,Web Application
apolloconfig/apollo,https://github.com/apolloconfig/apollo,Java,9664,121,49677,26403,"config-management, configuration-management, distributed-configuration, microservices, spring-boot, spring-cloud",131,Other
elsewhencode/project-guidelines,https://github.com/elsewhencode/project-guidelines,JavaScript,2877,11,444,26401,"best-practices, guidelines, how-to, javascript, javascript-best-practices, maintainability",77,Other
2dust/v2rayN,https://github.com/2dust/v2rayN,C#,5576,22,12543,26388,"proxy, shadowsocks, socks5, trojan, v2fly, v2ray, vless, vmess, windows, xray, xtls",18,Other
airbnb/lottie-web,https://github.com/airbnb/lottie-web,JavaScript,2631,803,314503,26380,,90,Other
typicode/husky,https://github.com/typicode/husky,JavaScript,916,14,3198,25773,"commit, git, hooks, pre-commit",90,Other
pyenv/pyenv,https://github.com/pyenv/pyenv,Roff,2360,45,4267,26354,"python, shell",358,Other
jashkenas/underscore,https://github.com/jashkenas/underscore,JavaScript,5615,50,6668,26352,,318,Other
composer/composer,https://github.com/composer/composer,PHP,6272,186,23203,26282,"composer, dependency-manager, hacktoberfest, package-manager, packages, php",1106,Other
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,Python,3239,290,52452,26174,"debugging, hacktoberfest, http, http2, man-in-the-middle, proxy, python, security, ssl, tls, websocket",423,Web Application
Tencent/weui,https://github.com/Tencent/weui,HTML,6515,46,9753,26140,"mobile-web, style, wechat, weui",30,Web Application
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,Go,1019,302,36119,26136,"cli, git, terminal",149,Other
hasura/graphql-engine,https://github.com/hasura/graphql-engine,Haskell,2204,1806,323840,26069,"access-control, api, automatic-api, bigquery, graphql, graphql-api, graphql-server, haskell, hasura, mysql, postgres, rest-api, sql-server",362,Web Application
houshanren/hangzhou_house_knowledge,https://github.com/houshanren/hangzhou_house_knowledge,CSS,5401,105,868034,26040,"hangzhou, knowledge",8,Other
raywenderlich/swift-algorithm-club,https://github.com/raywenderlich/swift-algorithm-club,Swift,4688,50,14104,26030,"algorithms, data-structures, swift",306,Other
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,Shell,1382,22,75938,26023,zsh,250,Other
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,JavaScript,2541,106,11978,26012,"bittorrent, browser, hacktoberfest, javascript, nodejs, p2p, streaming, torrent, webrtc, webtorrent",176,Web Application
postcss/postcss,https://github.com/postcss/postcss,TypeScript,1472,12,10336,25952,"ast, css, framework, parser, postcss",389,"Framework, Web Application"
psf/black,https://github.com/psf/black,Python,1641,319,5838,25946,"autopep8, code, codeformatter, formatter, gofmt, pre-commit-hook, python, yapf",310,Other
IanLunn/Hover,https://github.com/IanLunn/Hover,CSS,5615,37,984,25871,"css, css-effects, sass",21,Web Application
sequelize/sequelize,https://github.com/sequelize/sequelize,JavaScript,3974,841,33943,25788,"db2, javascript, mariadb, microsoft-sql-server, mssql, mysql, nosql, orm, postgresql, sequelize, sql, sqlite, transactions",1163,Other
tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,TypeScript,1405,29,27128,25775,"async, cache, data, fetch, graphql, hooks, query, react, rest, stale, stale-while-revalidate, update",394,Web Application
typicode/husky,https://github.com/typicode/husky,JavaScript,916,14,3198,25773,"commit, git, hooks, pre-commit",90,Other
sentsin/layui,https://github.com/sentsin/layui,JavaScript,6961,747,6509,25755,"css, html, javascript, js, layui, ui",19,Web Application
JakeWharton/butterknife,https://github.com/JakeWharton/butterknife,Java,4725,113,3909,25713,,104,Other
aria2/aria2,https://github.com/aria2/aria2,C++,2915,893,31081,25709,"bittorrent, cpp11, download, ftp, http, metalink, rpc, sftp",60,Other
naptha/tesseract.js,https://github.com/naptha/tesseract.js,JavaScript,1762,124,105045,25687,"deep-learning, javascript, ocr, tesseract, webassembly",59,"AI, Web Application"
lib-pku/libpku,https://github.com/lib-pku/libpku,TeX,7680,13,714371,25649,,15,Other
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,Shell,3541,855,5459,25624,"acme, acme-client, acme-protocol, ash, bash, buypass, certbot, letsencrypt, posix, posix-sh, shell, zerossl",422,Other
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,JavaScript,1806,13,1941,25617,"book, handbook, javascript, js, learning, notes, specification, wtf",77,Other
nvie/gitflow,https://github.com/nvie/gitflow,Shell,2645,310,5251,25616,,48,Other
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,HTML,7491,6,3225465,25579,,88,Other
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,TypeScript,4325,747,117300,25547,"dom, javascript, screenshot",56,Other
spf13/cobra,https://github.com/spf13/cobra,Go,2240,293,1545,25507,"cli, cli-app, cobra, cobra-generator, cobra-library, command, command-cobra, command-line, commandline, go, golang, golang-application, golang-library, posix, posix-compliant-flags, subcommands",234,Other
VincentGarreau/particles.js,https://github.com/VincentGarreau/particles.js,JavaScript,4538,338,158,25490,,16,Other
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,JavaScript,3280,217,99783,25489,"chinese, cookbook, cooking, dishes, recipes",208,Other
request/request,https://github.com/request/request,JavaScript,3133,117,2290,25420,,343,Other
google/googletest,https://github.com/google/googletest,C++,8335,212,10611,25330,,394,Other
rethinkdb/rethinkdb,https://github.com/rethinkdb/rethinkdb,C++,1848,1418,279653,25261,,249,Other
proxyee-down-org/proxyee-down,https://github.com/proxyee-down-org/proxyee-down,Java,4620,212,26860,25258,,13,Other
angular/angular-cli,https://github.com/angular/angular-cli,TypeScript,12143,256,92170,25247,"angular, angular-cli, cli, typescript",585,Web Application
select2/select2,https://github.com/select2/select2,JavaScript,6295,76,12552,25238,"javascript, jquery, select2",544,Other
tabler/tabler,https://github.com/tabler/tabler,HTML,2876,70,77145,25237,"admin-dashboard, adminpanel, boilerplate-template, bootstrap, bootstrap4-theme, bootstrap5, css, dashboard, dashboard-templates, dashboards, html, html5, jekyll, modular, sass, scss, sponsors, themes, ui-kit, uikit",73,Web Application
github/fetch,https://github.com/github/fetch,JavaScript,3115,17,531,25200,"fetch, javascript, polyfill, promise",73,Other
alibaba/druid,https://github.com/alibaba/druid,Java,8026,2299,65274,25198,,212,Other
Modernizr/Modernizr,https://github.com/Modernizr/Modernizr,JavaScript,3041,184,20352,25163,"css3-features, feature-detection, hacktoberfest, javascript, javascript-library, modernizr",314,Web Application
docker/compose,https://github.com/docker/compose,Go,4252,748,21964,25160,"docker, docker-compose, go, golang, orchestration",77,Other
hankcs/HanLP,https://github.com/hankcs/HanLP,Python,6720,5,71470,25136,"dependency-parser, hanlp, named-entity-recognition, natural-language-processing, nlp, pos-tagging, semantic-parsing, text-classification",41,Other
Advanced-Frontend/Daily-Interview-Question,https://github.com/Advanced-Frontend/Daily-Interview-Question,JavaScript,3173,244,199,25085,"css, interview, javascript, react, vue",12,Web Application
danielgindi/Charts,https://github.com/danielgindi/Charts,Swift,5163,821,181668,25057,,161,Other
apache/airflow,https://github.com/apache/airflow,Python,10154,883,152860,25046,"airflow, apache, apache-airflow, hacktoberfest, python, scheduler, workflow",2306,Other
transloadit/uppy,https://github.com/transloadit/uppy,JavaScript,1656,79,355851,25032,"dropbox, encoding, file-uploader, file-uploads, files, instagram, javascript, mit, modular, open-source, pick-files, resumable, transloadit, tus, uploader, uppy, webbrowser",335,Web Application
facebookresearch/Detectron,https://github.com/facebookresearch/Detectron,Python,5441,322,4483,25007,,40,Other
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,Java,2348,1447,271709,24953,"database, db2, dbeaver, erd, gui, java, mysql, nosql, oracle, postgresql, redshift, sql, sqlite, sqlserver",239,Other
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,Java,8811,93,13873,24939,"demo, in-action, java, spring, spring-boot, spring-boot-2, spring-boot-demo, web, xkcoding",12,Web Application
mobxjs/mobx,https://github.com/mobxjs/mobx,TypeScript,1652,20,18498,24925,"javascript, mobx, react, reactive-programming, typescript",299,Web Application
jgm/pandoc,https://github.com/jgm/pandoc,Haskell,2857,813,56969,24894,"commonmark, converter, document, haskell, markdown, markup, pandoc, presentation, publishing",443,Other
donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,Python,4038,67,7768,24878,"algorithm, coding, competitive-programming, data-structure, development, interview, interview-practice, interview-questions, programming, python",45,Other
cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,TypeScript,1527,22,10928,24831,"cheerio, dom, html, htmlparser, htmlparser2, jquery, parser, scraper, selector",140,Web Application
geekcomputers/Python,https://github.com/geekcomputers/Python,Python,10724,227,30186,24807,,658,Other
trailofbits/algo,https://github.com/trailofbits/algo,Jinja,2051,109,3036,24803,"ansible, encryption, ikev2, ipsec, security, ssh-tunnel, strongswan, vpn, vpn-client, vpn-server, wireguard",168,Other
nylas/nylas-mail,https://github.com/nylas/nylas-mail,JavaScript,1461,1015,87026,24647,"babel, electron, email, flux, javascript, linux, macos, nylas-mail, productivity, react, windows",114,Web Application
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,Rust,1689,14,7244,24610,"awesome, rust",690,Other
harness/drone,https://github.com/harness/drone,Go,2408,53,28768,24603,"build-automation, build-pipelines, ci, ci-cd, continuous-delivery, continuous-integration, docker, go, hacktoberfest",313,Other
GitbookIO/gitbook,https://github.com/GitbookIO/gitbook,JavaScript,3648,1012,8666,24504,,95,Other
Dreamacro/clash,https://github.com/Dreamacro/clash,Go,3484,64,1388,24493,"clash, golang, rule-based, tunnel",75,Other
codemirror/CodeMirror,https://github.com/codemirror/CodeMirror,JavaScript,4849,440,18507,24493,,970,Other
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,TypeScript,2115,140,107035,24447,"a11y, accessible, chakra-ui, dark-mode, react, react-components, reactjs, ui-components, ui-library, uikit, wai-aria",516,Web Application
realpython/python-guide,https://github.com/realpython/python-guide,Batchfile,5746,104,6865,24434,"book, guide, kennethreitz, python",469,Other
SortableJS/Sortable,https://github.com/SortableJS/Sortable,JavaScript,3428,362,2483,24426,"drag, drag-and-drop, drag-drop, draggable, droppable, reordering, sort, sortable, touch, ui",171,Other
hashicorp/consul,https://github.com/hashicorp/consul,Go,4006,1091,373813,24385,"api-gateway, consul, ecs, kubernetes, service-discovery, service-mesh, vault",889,Web Application
odoo/odoo,https://github.com/odoo/odoo,JavaScript,15805,5097,4251279,24351,"apps, business, erp, management, odoo, odoo-apps, python",2065,Other
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,C++,5881,51,55841,24314,,258,Other
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,HTML,9284,62,658843,24266,"coursera, machine-learning",7,AI
0xAX/linux-insides,https://github.com/0xAX/linux-insides,Python,2845,52,16127,24263,"linux, linux-insides, linux-kernel",313,Other
JedWatson/react-select,https://github.com/JedWatson/react-select,TypeScript,3863,211,19506,24227,,481,Other
GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse,JavaScript,8449,546,119435,24221,"audit, best-practices, chrome-devtools, developer-tools, performance-analysis, performance-metrics, pwa, web",307,Web Application
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,Jupyter Notebook,7546,190,147547,24163,"bayesian-methods, data-science, jupyter-notebook, mathematical-analysis, pymc, statistics",156,Other
ajaxorg/ace,https://github.com/ajaxorg/ace,JavaScript,5133,879,40231,24158,,489,Other
alibaba/fastjson,https://github.com/alibaba/fastjson,Java,6385,1794,15490,24157,"android, best-performance, deserialization, fastjson, java, json, json-parser, json-serialization, json-serializer, serialization",206,Mobile App
bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,Kotlin,5447,248,711064,24101,"brook, daze, fanqiang, goflyway, lightsocks, proxy, psiphon, shadowsocks, ssr, trojan, v2ray",2,Other
ageron/handson-ml,https://github.com/ageron/handson-ml,Jupyter Notebook,12707,131,108340,24101,"deep-learning, distributed, jupyter-notebook, machine-learning, ml, neural-network, python, scikit-learn, tensorflow",39,AI
SDWebImage/SDWebImage,https://github.com/SDWebImage/SDWebImage,Objective-C,5788,87,14735,24021,"cache, carthage, cocoapods, gif, image, ios, jpeg, macos, objective-c, png, sdwebimage, swift, watchos, webp",314,"Web Application, Mobile App"
qiurunze123/miaosha,https://github.com/qiurunze123/miaosha,Java,6220,29,65706,24011,,11,Other
rstacruz/nprogress,https://github.com/rstacruz/nprogress,JavaScript,1829,128,722,24004,,34,Other
Automattic/mongoose,https://github.com/Automattic/mongoose,JavaScript,3391,332,79896,23973,,772,Other
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,JavaScript,1820,54,19313,23970,"animations, awesome, awesome-list, design, design-systems, design-tools, font-awesome, ui-design",236,Other
tmux/tmux,https://github.com/tmux/tmux,C,1671,29,15722,23969,,38,Other
iview/iview,https://github.com/iview/iview,Vue,4222,1189,33382,23934,"components, css, design-systems, frontend, iview, javascript, ui-design, ui-kit, vue, vue-components",189,Web Application
microsoft/calculator,https://github.com/microsoft/calculator,C++,4347,255,35460,23909,"cpp, csharp, uwp, windows, windows-10, xaml",89,Other
curl/curl,https://github.com/curl/curl,C,4940,65,83784,23889,"c, client, curl, ftp, gopher, hacktoberfest, http, https, imaps, ldap, libcurl, library, mqtt, pop3, scp, sftp, transfer-data, transferring-data, user-agent",1043,Other
cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,Go,3055,4783,1805797,23876,"cockroachdb, database, distributed-database, go, hacktoberfest, sql",639,Other
greenrobot/EventBus,https://github.com/greenrobot/EventBus,Java,4654,144,1734,23853,,26,Other
parallax/jsPDF,https://github.com/parallax/jsPDF,JavaScript,4233,108,106341,23842,hacktoberfest,202,Other
jobbole/awesome-python-cn,https://github.com/jobbole/awesome-python-cn,Makefile,7351,19,1584,23802,python,36,Other
ycm-core/YouCompleteMe,https://github.com/ycm-core/YouCompleteMe,Python,2757,33,37277,23742,"code-analysis, code-completion, semantic-engine, vim",177,Other
ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,TypeScript,2655,475,19195,23727,"browser, editor, framework, javascript, react, rich-text, slate, text-editor",469,"Framework, Web Application"
remy/nodemon,https://github.com/remy/nodemon,JavaScript,1571,47,2557,23696,"hacktoberfest, node, nodemon, watch",158,Other
YMFE/yapi,https://github.com/YMFE/yapi,JavaScript,4166,1406,233299,23683,"api, api-management, api-manager, api-test",114,Web Application
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,Go,4364,11,19400,23663,"acm-icpc, algo, algorithm, algorithm-competitions, algorithms, algorithms-and-data-structures, dynamic-programming, facebook, go, golang, interview-questions, leetcode, leetcode-go, leetcode-golang, leetcode-solutions, math, pattern",44,Other
hashicorp/vault,https://github.com/hashicorp/vault,Go,3265,1120,194802,23660,"go, secrets, vault",1161,Other
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,JavaScript,5156,12,35571,23639,,261,Other
terryum/awesome-deep-learning-papers,https://github.com/terryum/awesome-deep-learning-papers,TeX,4476,34,147,23564,"deep-learning, deep-neural-networks, machine-learning",36,AI
iamadamdev/bypass-paywalls-chrome,https://github.com/iamadamdev/bypass-paywalls-chrome,JavaScript,1684,0,1403,23553,"bypass, bypass-paywalls, chrome, chrome-extension, chrome-extensions, firefox, firefox-addon, firefox-extension, paywall",53,Other
ccxt/ccxt,https://github.com/ccxt/ccxt,JavaScript,5798,676,1625201,23550,"altcoin, api, arbitrage, bitcoin, bot, btc, crypto, cryptocurrency, e-commerce, eth, ethereum, exchange, invest, library, market-data, merchant, strategy, trade, trading",626,Web Application
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,C++,6959,139,86330,23489,"caffe, computer-vision, cpp, cvpr-2017, deep-learning, face, foot-estimation, hand-estimation, human-behavior-understanding, human-pose, human-pose-estimation, keypoint-detection, keypoints, machine-learning, multi-person, opencv, openpose, pose, pose-estimation, real-time",94,AI
akveo/ngx-admin,https://github.com/akveo/ngx-admin,TypeScript,7499,444,66831,23462,"admin, admin-dashboard, admin-template, admin-ui, angular-dashboard-template, angular10, angular2, angular9, bootstrap4, dashboard, framework, material-theme, ng2, ng2-admin, ngx-admin, responsive, sass, theme, typescript, webpack",36,"Framework, Web Application"
lenve/vhr,https://github.com/lenve/vhr,Java,9663,186,9233,23460,,2,Other
hashicorp/vagrant,https://github.com/hashicorp/vagrant,Ruby,4230,648,75840,23458,"automation, hacktoberfest, ruby, vagrant, virtualization",1217,Other
facebookresearch/fastText,https://github.com/facebookresearch/fastText,HTML,4453,489,8461,23443,,59,Other
kubernetes/minikube,https://github.com/kubernetes/minikube,Go,3996,688,169503,23429,"cluster, cncf, containers, go, kubernetes, minikube",762,Other
dwmkerr/hacker-laws,https://github.com/dwmkerr/hacker-laws,Shell,1373,129,3074,23365,"coding, computerscience, laws, principles",85,Other
cmderdev/cmder,https://github.com/cmderdev/cmder,C++,1922,26,2851,23363,"c-plus-plus, cmder, color-scheme, conemu, mintty, portable, powershell, ssh-agent",145,Other
ggreer/the_silver_searcher,https://github.com/ggreer/the_silver_searcher,C,1327,511,2426,23345,"ag, c, command-line-tool, pcre, search-in-text, silver-searcher",243,Other
scwang90/SmartRefreshLayout,https://github.com/scwang90/SmartRefreshLayout,Java,4786,223,273220,23324,"android, android-ui, footer, header, overscroll, pull-to-refresh, pulltorefresh, refreshlayout",7,Mobile App
bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,JavaScript,2918,446,48176,23313,"grid, list, listview, performance, react, react-components, tabular-data, virtualization, windowing",214,Web Application
nagadomi/waifu2x,https://github.com/nagadomi/waifu2x,Lua,2502,138,709480,23302,"super-resolution, torch, waifu2x",39,Other
balena-io/etcher,https://github.com/balena-io/etcher,TypeScript,1614,347,95236,22424,"cross-platform, etcher, sd-cards, usb-drives",78,Other
CodeHubApp/CodeHub,https://github.com/CodeHubApp/CodeHub,C#,644,235,75626,23249,"c-sharp, codehub, github, reactiveui",10,Web Application
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,Python,7108,84,13110,23177,"deep-learning, neural-networks, pytorch, pytorch-tutorial",27,AI
influxdata/influxdb,https://github.com/influxdata/influxdb,Go,3128,1432,162436,23114,"database, go, influxdb, metrics, monitoring, react, time-series",556,Web Application
Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,JavaScript,7337,106,14654,23038,"api, apis, cloudmusic, javascript, neteasecloud, nodejs",69,Web Application
powerline/fonts,https://github.com/powerline/fonts,Shell,3111,169,20700,23004,,68,Other
alibaba/flutter-go,https://github.com/alibaba/flutter-go,Dart,3703,191,117708,22976,"dart, flutter, flutter-demo, flutter-doc",29,Other
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,Java,6815,112,1941270,22934,"dotnet, java, javascript, python, ruby, selenium, webdriver",721,Web Application
encode/django-rest-framework,https://github.com/encode/django-rest-framework,Python,6051,237,49358,22929,"api, django, python, rest",1256,Web Application
starship/starship,https://github.com/starship/starship,Rust,962,372,22667,22929,"bash, fish, fish-prompt, fish-theme, hacktoberfest, oh-my-zsh, powershell, rust, shell-prompt, starship, zsh, zsh-prompt, zsh-theme",344,Other
hammerjs/hammer.js,https://github.com/hammerjs/hammer.js,JavaScript,2662,310,10221,22901,,100,Other
VundleVim/Vundle.vim,https://github.com/VundleVim/Vundle.vim,Vim script,2542,203,935,22883,,66,Other
huihut/interview,https://github.com/huihut/interview,C++,6335,5,6083,22878,"algorithm, c, cpp, data-structures, database, interview, interview-practice, interview-preparation, interview-questions, interviews, leetcode, operating-system, stl",25,Other
wuyouzhuguli/SpringAll,https://github.com/wuyouzhuguli/SpringAll,Java,6897,23,1090,22870,"learning, shiro, spring-boot, spring-boot-learning, spring-cloud, spring-security, springboot",3,Other
ultralytics/yolov5,https://github.com/ultralytics/yolov5,Python,8167,233,11429,22858,"coreml, deep-learning, ios, machine-learning, ml, object-detection, onnx, pytorch, tflite, yolo, yolov3, yolov4, yolov5",215,"AI, Mobile App"
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,HTML,6207,10,4331183,22854,"computer-science, course, course-assignment, course-project, tsinghua-university",48,Other
gitlabhq/gitlabhq,https://github.com/gitlabhq/gitlabhq,Ruby,5685,35,1144792,22840,"gitlab, rails, ruby",2998,Other
alibaba/easyexcel,https://github.com/alibaba/easyexcel,Java,6114,127,26088,22762,"excel, java, jxl, oom, poi, xls, xlsx",45,Other
pypa/pipenv,https://github.com/pypa/pipenv,Python,1717,526,247881,22741,"packaging, pip, pipfile, python, virtualenv",411,Other
StreisandEffect/streisand,https://github.com/StreisandEffect/streisand,Shell,2018,240,4116,22672,"ansible, anyconnect, censorship, openconnect, openvpn, shadowsocks, ssh, streisand, stunnel, tor, vpn, wireguard",144,Other
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,Python,4720,51,83590,22656,"database, detection, exploitation, pentesting, python, sql-injection, sqlmap, takeover, vulnerability-scanner",113,Other
CymChad/BaseRecyclerViewAdapterHelper,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,Java,4845,458,64860,22646,"android, android-library, recyclerview, recyclerview-adapter, recyclerview-item-animation",51,Mobile App
rust-lang/rustlings,https://github.com/rust-lang/rustlings,Rust,3542,112,1306,22623,"beginner-friendly, rust, rustlings",222,Other
explosion/spaCy,https://github.com/explosion/spaCy,Python,3735,98,185872,22566,"ai, artificial-intelligence, cython, data-science, deep-learning, entity-linking, machine-learning, named-entity-recognition, natural-language-processing, neural-network, neural-networks, nlp, nlp-library, python, spacy, text-classification, tokenization",661,AI
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,Rust,789,52,35344,22553,"database, entreprise-search, highlighting, instant, rust, search-engine, site-search, synonyms, typo-tolerance",79,Other
